persona_id,num_predictions,embedding_similarity,device_precision,device_recall,param_precision,param_recall,param_f1,numerical_precision,numerical_recall,numerical_f1,categorical_precision,categorical_recall,categorical_f1
persona_044,34,0.81012434,0.9705882352941176,0.9705882352941176,0.9362745098039216,0.9411764705882353,0.9264705882352942,0.20588235294117646,0.20588235294117646,0.20588235294117646,0.39705882352941174,0.4117647058823529,0.40196078431372545
persona_045,25,0.8031884,0.96,0.96,0.9466666666666665,0.96,0.9520000000000001,0.28,0.28,0.28,0.46,0.48,0.4666666666666666
persona_046,31,0.86881244,1.0,1.0,0.9650537634408601,1.0,0.9781874039938556,0.3870967741935484,0.3870967741935484,0.3870967741935484,0.47311827956989244,0.4838709677419355,0.4774193548387097
persona_047,31,0.7966778,0.967741935483871,0.967741935483871,0.967741935483871,0.967741935483871,0.967741935483871,0.1935483870967742,0.1935483870967742,0.1935483870967742,0.5161290322580645,0.5161290322580645,0.5161290322580645
persona_048,27,0.8108931,1.0,0.9629629629629629,0.9629629629629629,0.9537037037037037,0.945326278659612,0.5925925925925926,0.5925925925925926,0.5925925925925926,0.6481481481481481,0.6481481481481481,0.6419753086419753
persona_049,33,0.8470169,0.9696969696969697,0.9696969696969697,0.9595959595959596,0.9494949494949495,0.9535353535353535,0.3939393939393939,0.3939393939393939,0.3939393939393939,0.6565656565656565,0.6515151515151515,0.6505050505050505
persona_050,28,0.80870783,0.9642857142857143,0.9642857142857143,0.9642857142857143,0.9464285714285714,0.9523809523809523,0.21428571428571427,0.21428571428571427,0.21428571428571427,0.6428571428571429,0.6428571428571429,0.6428571428571429
persona_051,25,0.7572514,0.92,0.92,0.9,0.9,0.8933333333333333,0.2,0.2,0.2,0.56,0.56,0.56
persona_052,34,0.8030129,0.9705882352941176,0.9705882352941176,0.9411764705882353,0.9705882352941176,0.9509803921568626,0.38235294117647056,0.38235294117647056,0.38235294117647056,0.47058823529411764,0.47058823529411764,0.47058823529411764
persona_053,29,0.85869133,0.9827586206896551,1.0,0.9712643678160918,0.9827586206896551,0.9701149425287356,0.29310344827586204,0.3103448275862069,0.29885057471264365,0.43678160919540227,0.4482758620689655,0.44137931034482764
persona_054,28,0.8429901,0.9642857142857143,0.9464285714285714,0.9285714285714286,0.9523809523809523,0.9333333333333333,0.25,0.25,0.25,0.5714285714285714,0.5535714285714286,0.5595238095238095
persona_055,29,0.79228187,0.9655172413793104,0.9655172413793104,0.9655172413793104,0.9655172413793104,0.9655172413793104,0.20689655172413793,0.20689655172413793,0.20689655172413793,0.41379310344827586,0.41379310344827586,0.41379310344827586
persona_056,33,0.7662074,0.8181818181818182,0.8181818181818182,0.7727272727272727,0.755050505050505,0.7572871572871572,0.15151515151515152,0.13636363636363635,0.1414141414141414,0.42424242424242425,0.42424242424242425,0.42424242424242425
persona_057,26,0.87580043,0.9615384615384616,0.9615384615384616,0.935897435897436,0.9487179487179487,0.9346153846153846,0.4423076923076923,0.4423076923076923,0.43589743589743585,0.5,0.5,0.5
persona_058,25,0.8255718,0.96,0.9466666666666665,0.9066666666666666,0.9186666666666666,0.8995555555555554,0.34,0.3466666666666666,0.33866666666666667,0.7,0.7,0.6933333333333332
persona_059,28,0.8735987,0.9642857142857143,0.9642857142857143,0.9642857142857143,0.9523809523809523,0.9571428571428572,0.07142857142857142,0.05357142857142857,0.05952380952380952,0.39285714285714285,0.39285714285714285,0.39285714285714285
persona_060,28,0.89445126,1.0,1.0,1.0,1.0,1.0,0.32142857142857145,0.32142857142857145,0.32142857142857145,0.4642857142857143,0.4642857142857143,0.4642857142857143
persona_061,26,0.8595018,0.9615384615384616,0.9423076923076923,0.941025641025641,0.8961538461538462,0.9076923076923078,0.4230769230769231,0.4230769230769231,0.4230769230769231,0.7403846153846154,0.7692307692307693,0.750915750915751
persona_062,39,0.8044676,0.9487179487179487,0.9487179487179487,0.9188034188034186,0.9401709401709402,0.9247863247863247,0.358974358974359,0.34615384615384615,0.3504273504273504,0.47435897435897434,0.48717948717948717,0.4786324786324786
persona_063,25,0.800888,1.0,1.0,1.0,0.9233333333333333,0.9516190476190477,0.44,0.42,0.42666666666666664,0.8,0.76,0.7733333333333333
persona_064,50,0.89319235,0.98,0.98,0.9466666666666665,0.94,0.9396190476190478,0.3,0.3,0.3,0.61,0.6133333333333333,0.6093333333333333
persona_065,34,0.788068,0.9411764705882353,0.9411764705882353,0.9264705882352942,0.9166666666666666,0.9156862745098039,0.17647058823529413,0.16176470588235295,0.16666666666666666,0.47058823529411764,0.47058823529411764,0.47058823529411764
persona_066,43,0.8169928,0.8372093023255814,0.8604651162790697,0.7906976744186046,0.817829457364341,0.7852713178294574,0.16279069767441862,0.16279069767441862,0.15503875968992248,0.4186046511627907,0.4418604651162791,0.4263565891472868
persona_067,23,0.7479166,0.9130434782608695,0.8913043478260869,0.898550724637681,0.782608695652174,0.8173913043478261,0.34782608695652173,0.34782608695652173,0.34782608695652173,0.7608695652173914,0.7608695652173914,0.753623188405797
persona_068,31,0.8666185,1.0,1.0,0.967741935483871,1.0,0.9784946236559139,0.2903225806451613,0.2903225806451613,0.2903225806451613,0.5806451612903226,0.5806451612903226,0.5806451612903226
persona_069,23,0.81374526,0.9565217391304348,0.9565217391304348,0.931159420289855,0.8913043478260869,0.9002070393374741,0.30434782608695654,0.2826086956521739,0.28985507246376807,0.5507246376811594,0.5507246376811594,0.5478260869565217
persona_070,29,0.8045751,0.8793103448275862,0.8793103448275862,0.853448275862069,0.853448275862069,0.8364532019704434,0.3103448275862069,0.29310344827586204,0.29885057471264365,0.5689655172413793,0.5574712643678161,0.5563218390804597
persona_071,24,0.7948931,0.9166666666666666,0.9166666666666666,0.8402777777777777,0.8888888888888888,0.85,0.375,0.3333333333333333,0.34722222222222215,0.625,0.6666666666666666,0.6388888888888888
persona_072,19,0.7376787,0.9473684210526315,0.9473684210526315,0.9473684210526315,0.9035087719298246,0.919298245614035,0.3157894736842105,0.3157894736842105,0.3157894736842105,0.5263157894736842,0.5263157894736842,0.5263157894736842
persona_073,24,0.84623295,0.9375,0.9583333333333334,0.8958333333333334,0.9166666666666666,0.9027777777777777,0.25,0.25,0.25,0.4166666666666667,0.4166666666666667,0.4166666666666667
persona_074,20,0.81887996,1.0,1.0,0.9191666666666667,0.9833333333333332,0.943968253968254,0.525,0.55,0.5333333333333333,0.7083333333333333,0.75,0.7233333333333334
persona_075,24,0.79969996,0.9166666666666666,0.875,0.9027777777777777,0.8055555555555555,0.8287698412698412,0.25,0.25,0.25,0.611111111111111,0.5833333333333334,0.5875
persona_076,32,0.8435894,0.9270833333333333,0.9375,0.9296875,0.9192708333333333,0.9234375,0.234375,0.25,0.23958333333333331,0.53125,0.5208333333333333,0.525
persona_077,35,0.8163006,0.8714285714285714,0.8857142857142857,0.8666666666666666,0.8714285714285714,0.8647619047619048,0.2571428571428571,0.2571428571428571,0.2571428571428571,0.2571428571428571,0.2571428571428571,0.2571428571428571
persona_078,35,0.91307217,0.8904761904761904,0.9142857142857143,0.8671428571428571,0.8904761904761904,0.8708163265306123,0.3142857142857143,0.32857142857142857,0.3142857142857142,0.6666666666666666,0.6761904761904761,0.6685714285714285
persona_079,23,0.7744202,0.9565217391304348,0.8913043478260869,0.9130434782608695,0.8695652173913043,0.8797101449275363,0.4782608695652174,0.43478260869565216,0.4492753623188405,0.6521739130434783,0.6086956521739131,0.6231884057971014
persona_080,28,0.8309093,1.0,1.0,1.0,1.0,1.0,0.32142857142857145,0.32142857142857145,0.32142857142857145,0.4642857142857143,0.4642857142857143,0.4642857142857143
persona_081,31,0.78680295,0.9354838709677419,0.9354838709677419,0.9032258064516129,0.8387096774193549,0.856989247311828,0.3870967741935484,0.3870967741935484,0.3870967741935484,0.6774193548387096,0.6129032258064516,0.6344086021505375
persona_082,30,0.8730408,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.8555555555555555,0.86,0.23333333333333334,0.23333333333333334,0.23333333333333334,0.4,0.38333333333333336,0.3888888888888889
persona_083,34,0.83478886,0.8529411764705882,0.8529411764705882,0.7916666666666666,0.8014705882352942,0.7896358543417366,0.19117647058823528,0.20588235294117646,0.196078431372549,0.4117647058823529,0.40196078431372545,0.40588235294117647
persona_084,30,0.8041875,0.9666666666666667,0.9666666666666667,0.9666666666666667,0.9666666666666667,0.9666666666666667,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.43333333333333335,0.43333333333333335,0.43333333333333335
persona_085,33,0.81429964,0.9696969696969697,0.9696969696969697,0.9242424242424242,0.9393939393939394,0.9292929292929292,0.24242424242424243,0.24242424242424243,0.24242424242424243,0.36363636363636365,0.36363636363636365,0.36363636363636365
persona_086,27,0.84658474,0.9629629629629629,0.9629629629629629,0.941358024691358,0.9629629629629629,0.9502645502645503,0.5185185185185185,0.5185185185185185,0.5185185185185185,0.6728395061728394,0.7037037037037037,0.6839506172839506
persona_087,31,0.82511777,1.0,0.9838709677419355,0.9838709677419355,0.967741935483871,0.9692780337941629,0.3548387096774194,0.3548387096774194,0.3548387096774194,0.5591397849462365,0.5645161290322581,0.556989247311828
persona_088,28,0.81212145,0.8571428571428571,0.8392857142857143,0.8571428571428571,0.8333333333333333,0.8392857142857143,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.5,0.47619047619047616,0.48214285714285715
persona_089,23,0.7396494,1.0,0.9782608695652174,0.8695652173913043,0.9492753623188406,0.8840579710144927,0.15217391304347827,0.14492753623188404,0.13768115942028986,0.4782608695652174,0.5217391304347826,0.49275362318840576
persona_090,23,0.81388813,1.0,1.0,0.9565217391304348,0.9202898550724636,0.9260869565217391,0.2608695652173913,0.2391304347826087,0.24637681159420288,0.6086956521739131,0.5869565217391305,0.5942028985507246
persona_091,30,0.86735153,0.9166666666666666,0.9222222222222222,0.8694444444444444,0.92,0.8846825396825396,0.5666666666666667,0.5444444444444445,0.55,0.6722222222222222,0.7,0.6822222222222223
persona_092,19,0.77212733,0.9473684210526315,0.9473684210526315,0.9122807017543859,0.9473684210526315,0.9210526315789473,0.47368421052631576,0.47368421052631576,0.47368421052631576,0.6578947368421053,0.6842105263157895,0.6666666666666666
persona_093,29,0.7933592,0.9655172413793104,0.9655172413793104,0.9568965517241379,0.9310344827586207,0.9376026272577996,0.20689655172413793,0.20689655172413793,0.20689655172413793,0.4022988505747126,0.41379310344827586,0.40689655172413797
persona_094,30,0.7852207,0.8,0.7833333333333333,0.7722222222222223,0.75,0.7555555555555556,0.21666666666666667,0.23333333333333334,0.22222222222222224,0.5833333333333334,0.5833333333333334,0.5833333333333334
persona_095,36,0.8916862,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.8888888888888888,0.898148148148148,0.19444444444444445,0.19444444444444445,0.19444444444444445,0.5555555555555556,0.5416666666666666,0.5462962962962963
persona_096,30,0.900426,1.0,1.0,0.9444444444444445,0.9611111111111111,0.9366666666666668,0.35,0.35,0.3444444444444444,0.6,0.5666666666666667,0.5777777777777777
persona_097,36,0.8721687,0.9722222222222222,0.9722222222222222,0.9467592592592591,0.9143518518518517,0.908068783068783,0.3194444444444444,0.3055555555555556,0.3101851851851852,0.662037037037037,0.6574074074074073,0.6462962962962963
persona_098,33,0.83691955,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.15151515151515152,0.15151515151515152,0.15151515151515152,0.42424242424242425,0.42424242424242425,0.42424242424242425
persona_099,25,0.82107055,0.96,0.96,0.94,0.96,0.9466666666666665,0.24,0.24,0.24,0.64,0.64,0.64
persona_100,43,0.8807964,0.9069767441860465,0.9069767441860465,0.8682170542635658,0.8837209302325582,0.8705426356589147,0.13953488372093023,0.13953488372093023,0.13953488372093023,0.32558139534883723,0.32558139534883723,0.32558139534883723
persona_101,32,0.80792165,0.9375,0.9375,0.921875,0.921875,0.9166666666666666,0.25,0.25,0.25,0.375,0.375,0.375
persona_102,35,0.82623154,0.9428571428571428,0.9428571428571428,0.9285714285714286,0.9238095238095236,0.9219047619047619,0.22857142857142856,0.2,0.20952380952380953,0.4857142857142857,0.4857142857142857,0.4857142857142857
persona_103,30,0.7750675,0.8166666666666667,0.8333333333333334,0.7611111111111111,0.7055555555555555,0.7133333333333333,0.2833333333333333,0.2833333333333333,0.27777777777777773,0.4166666666666667,0.4166666666666667,0.4111111111111111
persona_104,41,0.8280009,0.8780487804878049,0.8780487804878049,0.8373983739837397,0.8780487804878049,0.8495934959349593,0.10975609756097561,0.12195121951219512,0.1138211382113821,0.35365853658536583,0.36585365853658536,0.35772357723577236
persona_105,25,0.80327517,1.0,1.0,0.96,0.9533333333333333,0.9506666666666667,0.36,0.36,0.36,0.7,0.68,0.68
persona_106,29,0.841023,0.9655172413793104,0.9655172413793104,0.9655172413793104,0.9367816091954022,0.9471264367816091,0.10344827586206896,0.10344827586206896,0.10344827586206896,0.4482758620689655,0.43678160919540227,0.44137931034482764
persona_107,18,0.7381869,0.8333333333333334,0.8333333333333334,0.8148148148148148,0.8055555555555556,0.8037037037037037,0.4166666666666667,0.4166666666666667,0.4074074074074074,0.5555555555555556,0.5555555555555556,0.5555555555555556
persona_108,35,0.8508035,0.9714285714285714,0.9714285714285714,0.9142857142857143,0.9261904761904761,0.9140136054421769,0.2,0.2,0.2,0.45714285714285713,0.4333333333333333,0.4419047619047619
persona_109,23,0.6905172,0.9130434782608695,0.9130434782608695,0.8260869565217391,0.789855072463768,0.8028985507246376,0.34782608695652173,0.32608695652173914,0.3333333333333333,0.6086956521739131,0.6086956521739131,0.6086956521739131
